"UID","Xsugg","Ysugg","Type","Unit","Walker","PassGrid","Section","FragNo","Material","MatSimple","PrimBlank","SecBlank","Length","Thickness","Width","ToolType","SubType","BifaceComp","ProjNotes"
"6345-1875-V-L668",706345.9,3971877.5,"grid","6345-1875",NA,1,"V",668,"wc","c","flake","flake fragment",36.9,5.6,15.7,"n","","",""
"6345-1875-V-L669",706344.2,3971878.8,"grid","6345-1875",NA,1,"V",669,"wc","c","shatter","shatter",22.7,9.9,21.2,"n","","",""
"6345-1875-V-L670",706349.3,3971871.9,"grid","6345-1875",NA,1,"V",670,"wc","c","flake","flake fragment",31.9,9.5,15.7,"n","","",""
"6345-1875-V-L671",706348,3971871.5,"grid","6345-1875",NA,1,"V",671,"wc","c","flake","flake fragment",27.9,8.1,24.1,"n","","",""
"6345-1875-V-L672",706341.9,3971870.8,"grid","6345-1875",NA,1,"V",672,"wc","c","flake","flake fragment",26.6,11.8,24.3,"n","","",""
"6345-1875-V-L673",706349.4,3971873.9,"grid","6345-1875",NA,1,"V",673,"wc","c","shatter","shatter",27.2,10.4,14.5,"n","","",""
"6345-1875-V-L674",706342.3,3971873.1,"grid","6345-1875",NA,1,"V",674,"wc","c","flake","flake",19.4,7.7,15.7,"n","","",""
"6345-1875-V-L675",706348,3971876.9,"grid","6345-1875",NA,1,"V",675,"wc","c","shatter","shatter",19.2,9.7,21.3,"n","","",""
"6345-1875-V-L676",706341.7,3971874.3,"grid","6345-1875",NA,1,"V",676,"wc","c","flake","broken flake",15.4,2.8,9.6,"n","","",""
"6345-1875-V-L677",706346.1,3971871.1,"grid","6345-1875",NA,1,"V",677,"wc","c","shatter","shatter",16.7,12.2,22.5,"n","","",""
"6345-1875-V-L678",706346.7,3971872.9,"grid","6345-1875",NA,1,"V",678,"wc","c","flake","flake fragment",23.4,8.2,18.5,"n","","",""
"6345-1875-V-L679",706347.7,3971880,"grid","6345-1875",NA,1,"V",679,"wc","c","shatter","shatter",33.1,7.6,15.5,"n","","",""
"6345-1875-V-L680",706342.5,3971871,"grid","6345-1875",NA,1,"V",680,"wc","c","flake","flake",23.2,5,25.4,"n","","",""
"6345-1875-V-L681",706350,3971870.5,"grid","6345-1875",NA,1,"V",681,"wc","c","shatter","shatter",29.8,8.4,10.6,"n","","",""
"6345-1875-V-L682",706344.1,3971879.1,"grid","6345-1875",NA,1,"V",682,"wc","c","shatter","shatter",18.3,10.5,20.7,"n","","",""
"6345-1875-V-L683",706340.3,3971879.5,"grid","6345-1875",NA,1,"V",683,"wc","c","flake","flake",21.2,8.3,29.8,"n","","",""
"6345-1875-V-L684",706342.6,3971872.9,"grid","6345-1875",NA,1,"V",684,"wc","c","shatter","shatter",19.9,6.7,13.4,"n","","",""
"6345-1875-V-L685",706340.7,3971878,"grid","6345-1875",NA,1,"V",685,"wc","c","flake","flake",24.8,8.5,18.8,"n","","",""
"6345-1875-V-L686",706345.4,3971879.3,"grid","6345-1875",NA,1,"V",686,"wc","c","shatter","shatter",15.7,11.5,17.1,"n","","",""
"6345-1875-V-L687",706345.8,3971873.3,"grid","6345-1875",NA,1,"V",687,"wc","c","shatter","shatter",19.6,13,13.4,"n","","",""
"6345-1875-V-L688",706348,3971878.7,"grid","6345-1875",NA,1,"V",688,"wc","c","flake","flake",27.6,5.5,18.4,"n","","",""
"6345-1875-V-L689",706346.8,3971878.2,"grid","6345-1875",NA,1,"V",689,"wc","c","shatter","shatter",16,11.5,14.5,"n","","",""
"6345-1875-V-L690",706343.2,3971873.1,"grid","6345-1875",NA,1,"V",690,"wc","c","flake","flake",19.3,5.7,13.6,"n","","",""
"6345-1875-V-L691",706340.3,3971879.7,"grid","6345-1875",NA,1,"V",691,"wc","c","shatter","shatter",23.6,6.8,11.5,"n","","",""
"6345-1875-V-L692",706348.2,3971875.9,"grid","6345-1875",NA,1,"V",692,"wc","c","shatter","shatter",14.7,13.7,9,"n","","",""
"6345-1875-V-L693",706343.3,3971876.6,"grid","6345-1875",NA,1,"V",693,"wc","c","flake","flake fragment",22.8,6.9,13,"n","","",""
"6345-1875-V-L694",706345.5,3971873.7,"grid","6345-1875",NA,1,"V",694,"wc","c","shatter","shatter",14.2,8.5,13.4,"n","","",""
"6345-1875-V-L695",706341.7,3971870.6,"grid","6345-1875",NA,1,"V",695,"wc","c","flake","flake",22.5,5.7,15.9,"n","","",""
"6345-1875-V-L696",706344.8,3971875.4,"grid","6345-1875",NA,1,"V",696,"wc","c","flake","flake",13,3.9,12.7,"n","","",""
"6345-1875-V-L697",706346.5,3971871,"grid","6345-1875",NA,1,"V",697,"wc","c","shatter","shatter",11.3,7.3,17.1,"n","","",""
"6345-1875-V-L698",706344.6,3971879,"grid","6345-1875",NA,1,"V",698,"wc","c","shatter","shatter",15.1,5.4,14.6,"n","","",""
"6345-1875-V-L699",706342.3,3971873.7,"grid","6345-1875",NA,1,"V",699,"wc","c","flake","flake",18.8,7.2,15.2,"n","","",""
"6345-1875-V-L700",706342.8,3971879.4,"grid","6345-1875",NA,1,"V",700,"wc","c","flake","flake fragment",19.4,6.6,18.5,"n","","",""
"6345-1875-V-L701",706342.1,3971879.3,"grid","6345-1875",NA,1,"V",701,"wc","c","shatter","shatter",15,8,12.1,"n","","",""
"6345-1875-V-L702",706345.1,3971878.2,"grid","6345-1875",NA,1,"V",702,"wc","c","flake","broken flake",16.7,2.8,20.1,"n","","",""
"6345-1875-V-L703",706340.7,3971877.3,"grid","6345-1875",NA,1,"V",703,"wc","c","flake","flake fragment",21.1,5.3,12.2,"n","","",""
"6345-1875-V-L704",706342.8,3971879.8,"grid","6345-1875",NA,1,"V",704,"wc","c","shatter","shatter",14.7,5.5,9.5,"n","","",""
"6345-1875-V-L705",706343.9,3971873.6,"grid","6345-1875",NA,1,"V",705,"wc","c","shatter","shatter",16.1,7.6,15.6,"n","","",""
"6345-1875-V-L706",706348.3,3971876.2,"grid","6345-1875",NA,1,"V",706,"wc","c","shatter","shatter",12.4,4.3,6.8,"n","","",""
"6345-1875-V-L707",706347.3,3971878.2,"grid","6345-1875",NA,1,"V",707,"wc","c","shatter","shatter",13.6,6.7,13,"n","","",""
"6345-1875-V-L708",706341.2,3971871.1,"grid","6345-1875",NA,1,"V",708,"wc","c","flake","broken flake",19.3,5.9,14.3,"n","","",""
"6345-1875-V-L709",706346.5,3971877.9,"grid","6345-1875",NA,1,"V",709,"wc","c","flake","flake",13.8,4.3,10.3,"n","","",""
"6345-1875-V-L710",706340.7,3971876.6,"grid","6345-1875",NA,1,"V",710,"wc","c","flake","flake fragment",13,4.4,15.5,"n","","",""
"6345-1875-V-L711",706348.1,3971875.3,"grid","6345-1875",NA,1,"V",711,"wc","c","shatter","shatter",16.8,5.9,11,"n","","",""
"6345-1875-V-L712",706344.1,3971877.1,"grid","6345-1875",NA,1,"V",712,"wc","c","flake","flake fragment",16.7,5.2,12.9,"n","","",""
"6345-1875-V-L713",706348.3,3971876.4,"grid","6345-1875",NA,1,"V",713,"wc","c","flake","broken flake",15.6,4.5,14.7,"n","","",""
"6345-1875-V-L714",706349.6,3971870.6,"grid","6345-1875",NA,1,"V",714,"wc","c","flake","flake",18.5,5.8,15.4,"n","","",""
"6345-1875-V-L715",706344.9,3971873.1,"grid","6345-1875",NA,1,"V",715,"wc","c","flake","flake fragment",16.7,4.3,19.9,"n","","",""
"6345-1875-V-L716",706342.7,3971879.1,"grid","6345-1875",NA,1,"V",716,"wc","c","flake","broken flake",14.6,4.1,14.2,"n","","",""
"6345-1875-V-L717",706345.2,3971876.6,"grid","6345-1875",NA,1,"V",717,"wc","c","shatter","shatter",15.9,3.7,8.3,"n","","",""
"6345-1875-V-L718",706348.8,3971875.2,"grid","6345-1875",NA,1,"V",718,"wc","c","flake","broken flake",10.2,4.8,16.8,"n","","",""
"6345-1875-V-L719",706349.2,3971871.6,"grid","6345-1875",NA,1,"V",719,"wc","c","flake","broken flake",14.1,1.4,15.6,"n","","",""
"6345-1875-V-L720",706340.7,3971879.7,"grid","6345-1875",NA,1,"V",720,"wc","c","shatter","shatter",5.4,4.4,7.1,"n","","",""
"6345-1875-V-L721",706341.5,3971872.4,"grid","6345-1875",NA,1,"V",721,"wc","c","flake","flake fragment",11.9,3.3,15.9,"n","","",""
"6345-1875-V-L722",706348.1,3971872.2,"grid","6345-1875",NA,1,"V",722,"wc","c","flake","flake",16,2.5,10.8,"n","","",""
"6345-1875-V-L723",706341.9,3971874.3,"grid","6345-1875",NA,1,"V",723,"wc","c","shatter","shatter",15.5,5.1,8.7,"n","","",""
"6345-1875-V-L724",706342.2,3971875.4,"grid","6345-1875",NA,1,"V",724,"wc","c","shatter","shatter",11.7,4.4,6.7,"n","","",""
"6345-1875-V-L725",706343.4,3971872.4,"grid","6345-1875",NA,1,"V",725,"wc","c","flake","flake fragment",14.8,5.8,11.3,"n","","",""
"6345-1875-V-L726",706344,3971873.6,"grid","6345-1875",NA,1,"V",726,"wc","c","flake","flake fragment",13.4,2.5,10.7,"n","","",""
"6345-1875-V-L727",706340.3,3971872.5,"grid","6345-1875",NA,1,"V",727,"wc","c","shatter","shatter",11.4,8.9,4.8,"n","","",""
"6345-1875-V-L728",706349.2,3971874.1,"grid","6345-1875",NA,1,"V",728,"wc","c","flake","broken flake",17.5,3.7,12.2,"n","","",""
"6345-1875-V-L729",706343.9,3971872.6,"grid","6345-1875",NA,1,"V",729,"wc","c","flake","flake fragment",10.9,5.2,10.9,"n","","",""
"6345-1875-V-L730",706343.1,3971880,"grid","6345-1875",NA,1,"V",730,"wc","c","flake","flake",14.8,3.5,13.6,"n","","",""
"6345-1875-V-L731",706343.4,3971879.9,"grid","6345-1875",NA,1,"V",731,"wc","c","flake","flake",15.6,2.5,11.6,"n","","",""
"6345-1875-V-L732",706347.7,3971870.6,"grid","6345-1875",NA,1,"V",732,"wc","c","flake","flake fragment",11.1,2.3,8.4,"n","","",""
"6345-1875-V-L733",706348,3971870.6,"grid","6345-1875",NA,1,"V",733,"wc","c","flake","flake fragment",10.3,3.1,11.5,"n","","",""
"6345-1875-V-L734",706343.4,3971879.8,"grid","6345-1875",NA,1,"V",734,"wc","c","flake","flake fragment",13.7,3,9.8,"n","","",""
"6345-1875-V-L735",706349.5,3971875.6,"grid","6345-1875",NA,1,"V",735,"wc","c","flake","flake fragment",10.8,3.4,8.2,"n","","",""
"6345-1875-V-L736",706342.4,3971872.3,"grid","6345-1875",NA,1,"V",736,"wc","c","flake","flake fragment",11.9,2.8,8.9,"n","","",""
"6345-1875-V-L737",706343,3971870.8,"grid","6345-1875",NA,1,"V",737,"wc","c","flake","flake fragment",15,4.4,9.3,"n","","",""
"6345-1875-V-L738",706347.8,3971873.9,"grid","6345-1875",NA,1,"V",738,"wc","c","shatter","shatter",11.4,3.1,7.4,"n","","",""
"6345-1875-V-L739",706349.7,3971879.5,"grid","6345-1875",NA,1,"V",739,"wc","c","shatter","shatter",7.1,3.7,5.9,"n","","",""
"6345-1875-V-L740",706347.1,3971874.6,"grid","6345-1875",NA,1,"V",740,"wc","c","shatter","shatter",13.8,3.8,8.7,"n","","",""
"6345-1875-V-L741",706345,3971873.8,"grid","6345-1875",NA,1,"V",741,"wc","c","flake","flake fragment",11.9,4.5,7.9,"n","","",""
"6345-1875-V-L742",706344.2,3971876.5,"grid","6345-1875",NA,1,"V",742,"wc","c","flake","flake fragment",11.1,3.2,7.8,"n","","",""
"6345-1875-V-L743",706343.9,3971877.9,"grid","6345-1875",NA,1,"V",743,"wc","c","shatter","shatter",11.2,5.6,4.1,"n","","",""
"6345-1875-V-L744",706347.4,3971879,"grid","6345-1875",NA,1,"V",744,"wc","c","shatter","shatter",6.7,3.7,4.8,"n","","",""
"6345-1875-V-L745",706347.9,3971877,"grid","6345-1875",NA,1,"V",745,"wc","c","shatter","shatter",7.6,4.5,5.8,"n","","",""
"6345-1875-V-L746",706343.3,3971879,"grid","6345-1875",NA,1,"V",746,"wc","c","flake","flake fragment",5.3,2.8,8,"n","","",""
"6345-1885-S-L754",706348.8,3971880,"grid","6345-1885",NA,1,"S",754,"wc","c","flake","flake fragment",28.4,8.6,14.7,"n","","",""
"6345-1885-S-L755",706347.1,3971882.1,"grid","6345-1885",NA,1,"S",755,"wc","c","flake","flake",28.5,9.3,21,"n","","",""
"6345-1885-S-L756",706347.4,3971889.7,"grid","6345-1885",NA,1,"S",756,"wc","c","shatter","shatter",21.1,14.3,17.2,"n","","",""
"6345-1885-S-L757",706341.2,3971881,"grid","6345-1885",NA,1,"S",757,"wc","c","shatter","shatter",21.3,12.3,18.3,"n","","",""
"6345-1885-S-L758",706342.3,3971883.7,"grid","6345-1885",NA,1,"S",758,"wc","c","shatter","shatter",19.9,9.3,19.4,"n","","",""
"6345-1885-S-L759",706340.4,3971882.2,"grid","6345-1885",NA,1,"S",759,"wc","c","flake","flake",25,3.8,14,"n","","",""
"6345-1885-S-L760",706350,3971885.7,"grid","6345-1885",NA,1,"S",760,"wc","c","flake","flake fragment",16.9,7,17.6,"n","","",""
"6345-1885-S-L761",706344.4,3971885.7,"grid","6345-1885",NA,1,"S",761,"wc","c","flake","flake fragment",22,3.1,11.2,"n","","",""
"6345-1885-S-L762",706349,3971888.2,"grid","6345-1885",NA,1,"S",762,"wc","c","flake","flake fragment",15.5,4.3,14.5,"n","","",""
"6345-1885-S-L763",706349.1,3971883.2,"grid","6345-1885",NA,1,"S",763,"wc","c","shatter","shatter",10.6,5.2,5.2,"n","","",""
"6345-1885-S-L764",706342.8,3971883.7,"grid","6345-1885",NA,1,"S",764,"wc","c","shatter","shatter",12.2,5.6,5.8,"n","","",""
"6345-1885-S-L788",706341.6,3971886,"grid","6345-1885",60,1,"S",788,"wc","c","shatter","shatter",32.4,18.6,24.3,"n","","",""
"6345-1885-S-L789",706350,3971889.4,"grid","6345-1885",60,1,"S",789,"wc","c","shatter","shatter",18.4,13.9,19.5,"n","","",""
"6345-1885-V-L776",706349.2,3971882.1,"grid","6345-1885",51,1,"V",776,"wc","c","flake","flake",37.3,14.1,36.5,"n","","",""
"6345-1885-V-L777",706341.5,3971884.7,"grid","6345-1885",51,1,"V",777,"wc","c","core","flake core",71.5,31.8,55.2,"n","","",""
"6345-3345-V-L1633",706343,3973342.5,"grid","6345-3345",50,15,"V",1633,"wc","c","shatter","shatter?",12.3,6,12.2,"n","","",""
"6355-1875-S-L945",706357.2,3971877.1,"grid","6355-1875",NA,1,"S",945,"wc","c","shatter","shatter",12.3,8.2,10.4,"n","","",""
"6355-1875-V-L946",706354.3,3971876.6,"grid","6355-1875",NA,1,"V",946,"wc","c","flake","broken flake",10.8,3.4,13.6,"n","","",""
"6355-1885-S-L778",706356.4,3971886.7,"grid","6355-1885",51,1,"S",778,"wc","c","flake","flake",33.7,12,32.2,"n","","",""
"6355-1885-S-L779",706359.2,3971888.5,"grid","6355-1885",51,1,"S",779,"wc","c","flake","flake",32.2,16.6,41.3,"n","","",""
"6355-1885-S-L780",706355.6,3971888.5,"grid","6355-1885",51,1,"S",780,"wc","c","flake","flake",25.4,10.6,23.3,"n","","",""
"6355-1885-S-L781",706354,3971885.7,"grid","6355-1885",51,1,"S",781,"wc","c","flake","flake",24.3,9.5,17.2,"n","","",""
"6355-1885-S-L782",706355.6,3971880.5,"grid","6355-1885",51,1,"S",782,"wc","c","flake","flake fragment",25.2,7,19.8,"n","","",""
"6355-1885-S-L783",706359.5,3971887.1,"grid","6355-1885",51,1,"S",783,"wc","c","flake","flake",22.6,7.7,17.9,"n","","",""
"6355-1885-S-L784",706354.2,3971887.4,"grid","6355-1885",51,1,"S",784,"wc","c","flake","flake",19.6,5.5,13.5,"n","","",""
"6355-1885-S-L785",706358.9,3971884.1,"grid","6355-1885",51,1,"S",785,"wc","c","shatter","shatter",19.9,8.7,14.5,"n","","",""
"6355-1885-S-L786",706353.8,3971883.4,"grid","6355-1885",51,1,"S",786,"wc","c","shatter","shatter",14.6,6.8,14.8,"n","","",""
"6355-1885-S-L787",706355.2,3971883.4,"grid","6355-1885",51,1,"S",787,"wc","c","flake","flake fragment",11.7,2.7,10.3,"n","","",""
"6355-1885-S-L941",706359.4,3971885,"grid","6355-1885",NA,1,"S",941,"wc","c","shatter","shatter",33.1,9.9,20.4,"n","","",""
"6355-1885-S-L942",706351.8,3971885.3,"grid","6355-1885",NA,1,"S",942,"wc","c","flake","flake",22.1,12.9,16.1,"n","","",""
"6355-1885-S-L943",706351.8,3971880.5,"grid","6355-1885",NA,1,"S",943,"wc","c","shatter","shatter",15.4,7.9,10,"n","","",""
"6355-1885-S-L944",706352.4,3971881,"grid","6355-1885",NA,1,"S",944,"wc","c","shatter","shatter",14.6,7.5,11.3,"n","","",""
"6355-1885-V-L584",706358.3,3971889.2,"grid","6355-1885",51,1,"V",584,"wc","c","flake","flake",43.6,18.1,33.4,"n","","",""
"6355-1885-V-L585",706357,3971882.8,"grid","6355-1885",51,1,"V",585,"wc","c","flake","flake",32.7,9.9,28.6,"n","","",""
"6355-1885-V-L586",706353.4,3971885,"grid","6355-1885",51,1,"V",586,"wc","c","flake","flake",30.7,12.6,29,"n","","",""
"6355-1885-V-L587",706359.4,3971883.9,"grid","6355-1885",51,1,"V",587,"wc","c","flake","flake",32.8,14.5,34,"n","","",""
"6355-1885-V-L588",706352,3971884.5,"grid","6355-1885",51,1,"V",588,"wc","c","flake","flake",26.6,10.9,18.6,"n","","",""
"6355-1885-V-L589",706354.2,3971882.7,"grid","6355-1885",51,1,"V",589,"wc","c","shatter","shatter",20.9,9.1,12.8,"n","","",""
"6355-1885-V-L590",706355.8,3971883.5,"grid","6355-1885",51,1,"V",590,"wc","c","flake","flake",23.2,10.3,20.9,"n","","",""
"6355-1885-V-L591",706357.2,3971884,"grid","6355-1885",51,1,"V",591,"wc","c","flake","flake",30.4,9,20.7,"n","","",""
"6355-1885-V-L592",706353.6,3971883.1,"grid","6355-1885",51,1,"V",592,"wc","c","flake","flake",22.5,4.2,27.5,"n","","",""
"6355-1885-V-L593",706353.5,3971886.7,"grid","6355-1885",51,1,"V",593,"wc","c","shatter","shatter",20.8,12.6,15.2,"n","","",""
"6355-1885-V-L594",706353.6,3971888.9,"grid","6355-1885",51,1,"V",594,"wc","c","flake","flake fragment",21.3,5,16.8,"n","","",""
"6355-1885-V-L595",706356.8,3971884.6,"grid","6355-1885",51,1,"V",595,"wc","c","flake","flake fragment",14.8,3.4,22.9,"n","","",""
"6355-1885-V-L596",706357.6,3971886.2,"grid","6355-1885",51,1,"V",596,"wc","c","shatter","shatter",24,4.8,9.5,"n","","",""
"6355-1885-V-L597",706352.2,3971886.4,"grid","6355-1885",51,1,"V",597,"wc","c","shatter","shatter",31.6,8,12.8,"n","","",""
"6355-1885-V-L598",706354.4,3971882.4,"grid","6355-1885",51,1,"V",598,"wc","c","shatter","shatter",32.9,16.5,15.8,"n","","",""
"6355-1885-V-L599",706357.9,3971887.8,"grid","6355-1885",51,1,"V",599,"wc","c","shatter","shatter",31.9,8.3,21.8,"n","","",""
"6355-1885-V-L600",706353.7,3971885.9,"grid","6355-1885",51,1,"V",600,"wc","c","flake","flake",32.7,8.7,30.2,"n","","",""
"6355-1885-V-L601",706353,3971889.3,"grid","6355-1885",51,1,"V",601,"wc","c","shatter","shatter",27.6,9.5,24.2,"n","","",""
"6355-1885-V-L602",706350.4,3971888.3,"grid","6355-1885",51,1,"V",602,"wc","c","shatter","shatter",25.7,10.7,15.2,"n","","",""
"6355-1885-V-L603",706357.9,3971881.2,"grid","6355-1885",51,1,"V",603,"wc","c","flake","flake",17.5,3.5,15,"n","","",""
"6355-1885-V-L604",706352.1,3971882.7,"grid","6355-1885",51,1,"V",604,"wc","c","flake","flake fragment",16.9,5.4,11,"n","","",""
"6355-1885-V-L605",706357.9,3971883,"grid","6355-1885",51,1,"V",605,"wc","c","flake","flake",15.2,4.6,15.5,"n","","",""
"6355-1885-V-L606",706351.1,3971885.3,"grid","6355-1885",51,1,"V",606,"wc","c","shatter","shatter",11.8,5.4,10.4,"n","","",""
"6355-1885-V-L607",706352.8,3971888.9,"grid","6355-1885",51,1,"V",607,"wc","c","flake","flake fragment",9.6,4.1,15,"n","","",""
"6355-1885-V-L608",706351.8,3971884.9,"grid","6355-1885",51,1,"V",608,"wc","c","flake","flake fragment",7.4,2.1,11,"n","","",""
"6355-1885-V-L609",706350.7,3971881.6,"grid","6355-1885",51,1,"V",609,"wc","c","flake","flake",10.6,2.9,7,"n","","",""
"6355-1885-V-L610",706352.2,3971883.3,"grid","6355-1885",51,1,"V",610,"wc","c","shatter","shatter",6.3,3,6.4,"n","","",""
"6355-1895-V-L949",706355.9,3971893.8,"grid","6355-1895",51,1,"V",949,"wc","c","flake","flake",29.8,5.7,23,"n","","",""
"6355-1925-S-L948",706356.3,3971921.8,"grid","6355-1925",51,1,"S",948,"wc","c","shatter","shatter",18.7,9.2,10.4,"n","","",""
"6365-1705-S-L1370",706360.6,3971709.7,"grid","6365-1705",57,5,"S",1370,"wc","c","flake","broken flake",NA,NA,NA,"n","","",""
"6365-1705-S-L1371",706368.9,3971703.6,"grid","6365-1705",57,5,"S",1371,"wc","c","shatter","shatter",NA,NA,NA,"n","","",""
"6365-1735-V-L1478",706367.3,3971733.3,"grid","6365-1735",51,5,"V",1478,"wc","c","shatter","shatter",NA,NA,NA,"n","","",""
"6365-1745-S-L1229",706360.8,3971746.6,"grid","6365-1745",60,5,"S",1229,"wc","c","core","flake core fragment",48.2,25.8,34.4,"n","","",""
"6365-1745-S-L1230",706369.5,3971748.6,"grid","6365-1745",60,5,"S",1230,"wc","c","shatter","shatter",32.9,10,29.3,"n","","",""
"6365-1745-S-L1231",706367,3971745.3,"grid","6365-1745",60,5,"S",1231,"wc","c","shatter","shatter",37.9,27.2,30.7,"n","","",""
"6365-1745-S-L1232",706369.6,3971747.7,"grid","6365-1745",60,5,"S",1232,"wc","c","flake","flake fragment",51.2,19.1,29.6,"n","","",""
"6365-1745-S-L1233",706366.2,3971740.4,"grid","6365-1745",60,5,"S",1233,"wc","c","shatter","shatter",32.9,11.2,23.5,"n","","",""
"6365-1745-S-L1234",706367.2,3971746.7,"grid","6365-1745",60,5,"S",1234,"wc","c","shatter","shatter",30.3,10,19.5,"n","","",""
"6365-1745-S-L1235",706366.8,3971742.6,"grid","6365-1745",60,5,"S",1235,"wc","c","shatter","shatter",26.7,10.6,25.1,"n","","",""
"6365-1745-S-L1236",706366.6,3971747,"grid","6365-1745",60,5,"S",1236,"wc","c","shatter","shatter",24.7,12.6,16.1,"n","","",""
"6365-1745-S-L1237",706366.5,3971749,"grid","6365-1745",60,5,"S",1237,"wc","c","flake","flake",29.2,5.9,18.2,"n","","",""
"6365-1745-S-L1238",706367.3,3971746.2,"grid","6365-1745",60,5,"S",1238,"wc","c","shatter","shatter",21.2,6.9,26.7,"n","","",""
"6365-1745-S-L1239",706369.2,3971743,"grid","6365-1745",60,5,"S",1239,"wc","c","shatter","shatter",22.6,9.7,17.8,"n","","",""
"6365-1745-S-L1240",706366.6,3971746.2,"grid","6365-1745",60,5,"S",1240,"wc","c","flake","flake",27.6,7,13.4,"n","","",""
"6365-1745-S-L1241",706367.1,3971745.1,"grid","6365-1745",60,5,"S",1241,"wc","c","flake","broken flake",21.8,8.2,25.7,"n","","",""
"6365-1885-S-L790",706369.2,3971881.5,"grid","6365-1885",4,1,"S",790,"wc","c","flake","flake",30.1,14.5,28.1,"n","","",""
"6365-1885-S-L791",706360.1,3971883.9,"grid","6365-1885",4,1,"S",791,"wc","c","shatter","shatter",29.9,25.2,21.5,"n","","",""
"6365-1885-S-L792",706364.7,3971884.5,"grid","6365-1885",4,1,"S",792,"wc","c","shatter","shatter",22,13.5,16.3,"n","","",""
"6365-1885-S-L793",706367,3971885.7,"grid","6365-1885",4,1,"S",793,"wc","c","shatter","shatter",11.3,7.7,10.1,"n","","",""
"6365-1885-S-L794",706364.8,3971881.3,"grid","6365-1885",4,1,"S",794,"wc","c","flake","flake fragment",13,4.3,8.1,"n","","",""
"6365-1885-V-L795",706366,3971881.3,"grid","6365-1885",4,1,"V",795,"wc","c","shatter","shatter",33.5,16.3,26.4,"n","","",""
"6365-1885-V-L796",706365.5,3971881.1,"grid","6365-1885",4,1,"V",796,"wc","c","shatter","shatter",10.1,5.1,8.6,"n","","",""
"6365-1895-S-L947",706365.5,3971899.5,"grid","6365-1895",57,1,"S",947,"wc","c","core","flake core fragment",44.92,35.2,32.2,"n","","",""
"6365-1905-S-L950",706366.4,3971905.5,"grid","6365-1905",57,1,"S",950,"wc","c","flake","flake fragment",21.5,14.3,34,"n","","",""
"6365-1905-S-L951",706361.7,3971903,"grid","6365-1905",57,1,"S",951,"wc","c","shatter","shatter",23.5,15.8,17,"n","","",""
"6365-1905-S-L952",706364.8,3971900.3,"grid","6365-1905",57,1,"S",952,"wc","c","shatter","shatter",16.5,12.4,15.7,"n","","",""
"6375-1705-S-L1372",706372.6,3971709.3,"grid","6375-1705",60,5,"S",1372,"wc","c","flake","flake",NA,NA,NA,"n","","",""
"6375-1705-S-L1373",706374.4,3971705.6,"grid","6375-1705",60,5,"S",1373,"wc","c","flake","flake fragment",NA,NA,NA,"n","","",""
"6375-1735-S-L1392",706373.2,3971736.1,"grid","6375-1735",50,5,"S",1392,"wc","c","shatter","shatter",NA,NA,NA,"n","","",""
"6375-1735-S-L1393",706378.8,3971737.5,"grid","6375-1735",50,5,"S",1393,"wc","c","shatter","shatter",NA,NA,NA,"n","","",""
"6375-1735-S-L1394",706377.3,3971735.1,"grid","6375-1735",50,5,"S",1394,"wc","c","shatter","shatter",NA,NA,NA,"n","","",""
"6375-1735-S-L1395",706376.8,3971737.1,"grid","6375-1735",50,5,"S",1395,"wc","c","shatter","shatter",NA,NA,NA,"n","","",""
"6375-1735-S-L1396",706372.9,3971731.7,"grid","6375-1735",50,5,"S",1396,"wc","c","shatter","shatter",NA,NA,NA,"n","","",""
"6375-1735-S-L1397",706370.2,3971736.9,"grid","6375-1735",50,5,"S",1397,"wc","c","core","bipolar core",NA,NA,NA,"n","","",""
"6375-1735-S-L1398",706378.8,3971733.3,"grid","6375-1735",50,5,"S",1398,"wc","c","flake","flake fragment",NA,NA,NA,"n","","",""
"6375-1735-S-L1399",706378.3,3971738,"grid","6375-1735",50,5,"S",1399,"wc","c","flake","flake fragment",NA,NA,NA,"n","","",""
"6375-1735-S-L1400",706370,3971734.8,"grid","6375-1735",50,5,"S",1400,"wc","c","flake","flake fragment",NA,NA,NA,"n","","",""
"6375-1735-S-L1401",706375.5,3971739.7,"grid","6375-1735",50,5,"S",1401,"wc","c","flake","flake fragment",NA,NA,NA,"n","","",""
"6375-1735-S-L1402",706378,3971736.9,"grid","6375-1735",50,5,"S",1402,"wc","c","flake","flake fragment",NA,NA,NA,"n","","",""
"6375-1735-S-L1403",706377.3,3971730.8,"grid","6375-1735",50,5,"S",1403,"wc","c","flake","flake fragment",NA,NA,NA,"n","","",""
"6375-1735-S-L1404",706370.4,3971733.6,"grid","6375-1735",50,5,"S",1404,"wc","c","flake","flake",NA,NA,NA,"n","","",""
"6375-1745-S-L1218",706372,3971745.3,"grid","6375-1745",51,5,"S",1218,"wc","c","core","bipolar core fragment",37.2,12.3,25.8,"n","","",""
"6375-1755-S-L1248",706377.4,3971750.1,"grid","6375-1755",51,5,"S",1248,"wc","c","flake","broken flake",36.1,10.6,33.7,"n","","",""
"6375-1755-S-L1249",706375.4,3971756,"grid","6375-1755",51,5,"S",1249,"wc","c","flake","flake",37.9,21.8,39.6,"n","","",""
"6375-1755-S-L1251",706374,3971751,"grid","6375-1755",51,5,"S",1251,"wc","c","core","flake core",26.8,16.8,40,"n","","",""
