"UID","Xsugg","Ysugg","Type","Unit","Walker","PassGrid","Section","FragNo","Material","MatSimple","PrimBlank","SecBlank","Length","Thickness","Width","ToolType","SubType","BifaceComp","ProjNotes"
"0075-7105-S-L2225",710075.9,3967104.2,"grid","0075-7105",57,37,"S",2225,"o","o","shatter","shatter",13.4,5.2,7.4,"n","","",""
"0075-7105-S-L2226",710074.6,3967108.8,"grid","0075-7105",57,37,"S",2226,"o","o","flake","flake fragment",9.7,2.3,5.3,"n","","",""
"0075-7115-S-L2229",710077.6,3967111.7,"grid","0075-7115",29,37,"S",2229,"o","o","indeterminate","pe",18.4,6.9,17.1,"pe","pe","",""
"0075-7115-S-L2230",710077.6,3967110.1,"grid","0075-7115",29,37,"S",2230,"o","o","flake","flake fragment",16.7,9.1,22,"other retouched tools","tang","",""
"0075-7125-S-L2260",710071.8,3967123.3,"grid","0075-7125",28,37,"S",2260,"o","o","flake","flake fragment",8.6,3.1,9.8,"n","","",""
"0075-7135-V-L2264",710071.2,3967133.7,"grid","0075-7135",59,37,"V",2264,"o","o","flake","flake",13.4,3.1,11.6,"n","","",""
"0075-7135-V-L2265",710079.2,3967131,"grid","0075-7135",59,37,"V",2265,"o","o","flake","flake",9.9,1.8,5.5,"n","","",""
"0075-7135-V-L2266",710072.7,3967138.4,"grid","0075-7135",59,37,"V",2266,"o","o","flake","flake",4.6,1.5,6.1,"n","","",""
"0075-7135-V-L2267",710079.9,3967135,"grid","0075-7135",59,37,"V",2267,"o","o","chip","chip",3.5,1.5,7.3,"n","","",""
"0075-7135-V-L2268",710070,3967136.7,"grid","0075-7135",59,37,"V",2268,"wc","c","flake","flake",18.6,4.5,24.1,"n","","",""
"0075-7135-V-L2269",710076.2,3967138.3,"grid","0075-7135",59,37,"V",2269,"wc","c","shatter","shatter",10,5.8,12.8,"n","","",""
"0075-7135-V-L2270",710074.2,3967138.5,"grid","0075-7135",59,37,"V",2270,"rc","c","flake","flake fragment?",10.9,2.3,7.7,"n","","",""
"0085-7115-S-L2231",710082.6,3967115.9,"grid","0085-7115",57,37,"S",2231,"o","o","flake","flake fragment",10.2,2.7,8.1,"n","","",""
"0085-7115-S-L2232",710089.2,3967119.1,"grid","0085-7115",57,37,"S",2232,"o","o","flake","flake fragment",10,1.9,7.3,"n","","",""
"0085-7115-S-L2233",710084.5,3967119.7,"grid","0085-7115",57,37,"S",2233,"wc","c","indeterminate","pe",26,6.8,11.9,"pe","pe","",""
"0085-7125-S-L2239",710084.3,3967127.3,"grid","0085-7125",29,37,"S",2239,"o","o","shatter","shatter",11,3.4,8,"n","","",""
"0085-7125-S-L2240",710083.6,3967126.2,"grid","0085-7125",29,37,"S",2240,"o","o","flake","broken flake",11.4,1.9,8.1,"n","","",""
"0085-7125-S-L2241",710089.2,3967129.8,"grid","0085-7125",29,37,"S",2241,"o","o","shatter","shatter",9.1,3.5,6.5,"n","","",""
"0085-7125-S-L2242",710080.1,3967126.3,"grid","0085-7125",29,37,"S",2242,"o","o","shatter","shatter/pe?",7.3,3,7.1,"n","","",""
"0085-7135-S-L2243",710088.1,3967136.2,"grid","0085-7135",28,37,"S",2243,"o","o","flake","broken flake",18,3.7,18.3,"flake scraper","scraper","",""
"0085-7135-S-L2244",710082.1,3967138.1,"grid","0085-7135",28,37,"S",2244,"o","o","shatter","shatter",13.1,4.7,8.1,"n","","",""
"0085-7135-S-L2245",710082.9,3967139.7,"grid","0085-7135",28,37,"S",2245,"o","o","flake","flake fragment",5.6,2.2,6.2,"n","","",""
"0085-7145-S-L2222",710088,3967146.2,"grid","0085-7145",59,37,"S",2222,"Wq","c","shatter","shatter?",37.2,11.1,25.7,"n","","",""
"0085-7145-S-L2223",710083,3967145.3,"grid","0085-7145",59,37,"S",2223,"Wq","c","shatter","shatter?",26.8,7.2,16.6,"n","","",""
"0085-7145-V-L2228",710086.5,3967144.6,"grid","0085-7145",59,37,"V",2228,"o","o","flake","broken flake",6.7,2,8.7,"n","","",""
"0095-7115-V-L2227",710094.3,3967114.2,"grid","0095-7115",49,37,"V",2227,"o","o","chip","chip",11.8,1.2,4,"n","","",""
"0095-7125-S-L2249",710099.2,3967127.2,"grid","0095-7125",57,37,"S",2249,"wc","c","flake","flake fragment?",12.7,6,25.9,"n","","",""
"0095-7125-S-L2250",710093.7,3967128.3,"grid","0095-7125",57,37,"S",2250,"wc","c","flake","flake fragment",22.1,6.2,14.2,"n","","",""
"0095-7125-S-L2251",710096.9,3967124.4,"grid","0095-7125",57,37,"S",2251,"wc","c","flake","flake fragment?",11.8,3,10.7,"n","","",""
"0095-7125-S-L2252",710090.3,3967121.3,"grid","0095-7125",57,37,"S",2252,"Wq","c","shatter","shatter?",14.8,8,16.4,"n","","",""
"0095-7125-S-L2253",710098.6,3967122.8,"grid","0095-7125",57,37,"S",2253,"o","o","flake","flake",15,3.4,10.7,"n","","",""
"0095-7125-S-L2254",710095.2,3967122.9,"grid","0095-7125",57,37,"S",2254,"o","o","shatter","shatter",14.1,6,11.3,"other retouched tools","indeterminable","",""
"0095-7125-S-L2255",710091.7,3967122.9,"grid","0095-7125",57,37,"S",2255,"o","o","indeterminate","indet",6.3,6.7,14,"other retouched tools","indeterminable","",""
"0095-7125-S-L2256",710093.9,3967125.1,"grid","0095-7125",57,37,"S",2256,"o","o","indeterminate","indet",12.8,3.2,7.4,"biface fragment","projectile fragment","n","tip"
"0095-7125-S-L2257",710099.7,3967125.1,"grid","0095-7125",57,37,"S",2257,"o","o","indeterminate","indet",6,2.2,5.1,"other retouched tools","indeterminable","",""
"0095-7125-S-L2258",710095.6,3967121.6,"grid","0095-7125",57,37,"S",2258,"o","o","flake","flake",9.9,2.8,11.7,"n","","",""
"0095-7125-S-L2259",710093.1,3967122.8,"grid","0095-7125",57,37,"S",2259,"o","o","spall","spall",11.2,2.4,5.2,"pe","pe","",""
"0095-7125-V-L2219",710099.6,3967129.5,"grid","0095-7125",57,37,"V",2219,"o","o","flake","flake fragment",7.2,1.8,6,"n","","",""
"0095-7125-V-L2220",710095.4,3967122.8,"grid","0095-7125",57,37,"V",2220,"o","o","flake","flake",8.5,1.9,6.4,"n","","",""
"0095-7125-V-L2221",710096.3,3967128,"grid","0095-7125",57,37,"V",2221,"wc","c","shatter","shatter?",22.6,10,16.4,"n","","",""
"0095-7135-S-L2234",710091,3967130.8,"grid","0095-7135",29,37,"S",2234,"o","o","shatter","shatter/pe",17.4,3.1,8.2,"pe","pe","",""
"0095-7135-S-L2235",710098.9,3967134.3,"grid","0095-7135",29,37,"S",2235,"o","o","shatter","shatter",10,3.8,6.8,"n","","",""
"0095-7135-S-L2236",710098,3967133.7,"grid","0095-7135",29,37,"S",2236,"o","o","flake","flake",4.1,1.7,5.2,"n","","",""
"0095-7135-S-L2237",710098.4,3967131.8,"grid","0095-7135",29,37,"S",2237,"wc","c","shatter","shatter?",24.2,13.8,22,"n","","",""
"0105-7115-S-L2246",710101.9,3967110.9,"grid","0105-7115",59,37,"S",2246,"o","o","flake","broken flake",19.2,3.7,14.2,"retouched flake","marginal","",""
"0105-7115-S-L2247",710106.1,3967117.1,"grid","0105-7115",59,37,"S",2247,"o","o","shatter","shatter",16.9,4.5,8.7,"pe","pe","",""
"0105-7115-S-L2248",710107.2,3967113.2,"grid","0105-7115",59,37,"S",2248,"o","o","indeterminate","indet",18.1,3.8,13.9,"biface fragment","indeterminate","n","tang?"
"0105-7115-V-L2261",710109.5,3967113.8,"grid","0105-7115",59,37,"V",2261,"o","o","flake","flake fragment",20.8,7.6,11.7,"n","","",""
"0105-7115-V-L2262",710100.9,3967118.2,"grid","0105-7115",59,37,"V",2262,"o","o","flake","flake fragment",13.7,3,10.6,"n","","",""
"0105-7115-V-L2263",710109.4,3967111.5,"grid","0105-7115",59,37,"V",2263,"o","o","spall","spall",18.1,4.9,5.9,"n","","",""
"0105-7135-S-L2238",710106.9,3967133.2,"grid","0105-7135",57,37,"S",2238,"o","o","flake","flake",18.1,4,18.2,"other retouched tools","notch","",""
"0105-7235-S-L2473",710101.4,3967233.8,"grid","0105-7235",2,51,"S",2473,"wc","c","flake","flake fragment",21.2,8.8,15.3,"n","","",""
"0115-7225-S-L2450",710110.3,3967221.3,"grid","0115-7225",102,51,"S",2450,"wc","c","blade","blade",29.9,4.9,16.3,"n","","",""
"0115-7225-V-L2451",710115.6,3967220.8,"grid","0115-7225",15,51,"V",2451,"wc","c","flake","flake",20.6,4.1,13.6,"n","","",""
"0115-7245-S-L2458",710119.3,3967241.9,"grid","0115-7245",2,51,"S",2458,"o","o","shatter","shatter",15,5.7,7.3,"n","","",""
"0115-7265-S-L2461",710110.6,3967262.5,"grid","0115-7265",21,51,"S",2461,"o","o","shatter","shatter",12.3,5.4,12.2,"other retouched tools","invasive","",""
"0115-7265-V-L2476",710119.5,3967269.1,"grid","0115-7265",21,51,"V",2476,"wc","c","flake","flake",49.6,17.4,30.9,"n","","",""
"0125-7245-V-L2460",710130,3967242,"grid","0125-7245",101,51,"V",2460,"o","o","chip","chip",5.7,1.5,5.1,"n","","",""
"0125-7245-V-L2472",710124.9,3967242.2,"grid","0125-7245",101,51,"V",2472,"wc","c","flake","flake fragment",14.5,2.9,10.2,"n","","",""
"0125-7255-S-L2463",710120.4,3967256.8,"grid","0125-7255",5,51,"S",2463,"wc","c","flake","flake fragment",11.1,3.4,10.6,"n","","",""
"0125-7255-S-L2464",710120.2,3967258.7,"grid","0125-7255",5,51,"S",2464,"o","o","flake","flake fragment",18.6,3.6,12.4,"pe","pe","",""
"0125-7255-S-L2465",710124.1,3967256.8,"grid","0125-7255",5,51,"S",2465,"o","o","spall","spall",17.4,2.7,4.9,"n","","",""
"0125-7255-S-L2466",710126.4,3967250.6,"grid","0125-7255",5,51,"S",2466,"o","o","flake","flake fragment",9.2,2.6,13.8,"n","","",""
"0125-7255-S-L2467",710128.6,3967251.9,"grid","0125-7255",5,51,"S",2467,"o","o","blade","proximal blade segment",17.2,2.5,9.4,"retouched blade","marginal","",""
"0125-7255-S-L2468",710125,3967251.7,"grid","0125-7255",5,51,"S",2468,"o","o","blade","blade fragment",13.6,2.5,8.4,"biface fragment","indeterminate","n","impact flake"
"0125-7255-S-L2469",710128.5,3967251.7,"grid","0125-7255",5,51,"S",2469,"o","o","flake","flake fragment",13.1,2.6,10.6,"pe","pe","",""
"0125-7255-S-L2470",710126.3,3967253.5,"grid","0125-7255",5,51,"S",2470,"o","o","flake","broken flake",13.7,3.9,16.9,"n","","",""
"0125-7255-S-L2471",710126.1,3967254.4,"grid","0125-7255",5,51,"S",2471,"o","o","flake","flake",16.7,3.9,1.6,"n","","",""
"0125-7255-V-L2454",710125.5,3967256.8,"grid","0125-7255",5,51,"V",2454,"wc","c","flake","broken flake",21.6,7.6,17.4,"n","","",""
"0125-7255-V-L2455",710129.8,3967250.6,"grid","0125-7255",5,51,"V",2455,"o","o","flake","broken flake",17,2.6,13.3,"n","","",""
"0125-7255-V-L2456",710124.2,3967259,"grid","0125-7255",5,51,"V",2456,"o","o","blade","blade segment",9.7,2,11.3,"n","","",""
"0125-7255-V-L2457",710122.3,3967251.5,"grid","0125-7255",5,51,"V",2457,"wc","c","shatter","shatter",11.7,4,7.7,"n","","",""
"0125-7265-S-L2459",710125.6,3967266.5,"grid","0125-7265",101,51,"S",2459,"wc","c","blade","blade",32.8,6.4,19.5,"n","","",""
"0125-7265-S-L2475",710124.7,3967267.3,"grid","0125-7265",101,51,"S",2475,"wc","c","flake","flake fragment",24.8,3.6,17.7,"n","","",""
"0135-7235-S-L2474",710130.9,3967235.4,"grid","0135-7235",5,51,"S",2474,"wc","c","flake","flake",25.2,11.4,17.7,"n","","",""
"0135-7245-S-L2452",710137,3967247.7,"grid","0135-7245",103,51,"S",2452,"wc","c","flake","flake",24.6,8,22.2,"n","","",""
"0135-7245-S-L2453",710133.1,3967245.6,"grid","0135-7245",103,51,"S",2453,"wc","c","flake","flake fragment",12.9,3.3,9.6,"n","","",""
"0135-7245-V-L2462",710135.1,3967244.2,"grid","0135-7245",103,51,"V",2462,"wc","c","shatter","shatter",16.9,7.6,11.1,"n","","",""
"10007-2-1-65-L388",706460.5,3971301.4,"tract","10007",2,1,"65",388,"o","o","shatter","shatter",17.4,4.5,11.8,"biface","biface","n",""
"10107-2-1-55-L398",707306.9,3970736.7,"tract","10107",2,1,"55",398,"wc","c","indeterminate","pe",25.5,9.7,18.7,"pe","n","",""
"10119-2-1-35-L399",706882.1,3970735.2,"tract","10119",2,1,"35",399,"o","o","shatter","shatter",12.4,2.3,7.8,"n","","",""
"10172-2-1-15-L400",706873.2,3970163.2,"tract","10172",2,1,"15",400,"wc","c","flake","broken flake",36.4,6.3,21.4,"n","","",""
"11059-15-1-35-L401",707476.1,3971653.6,"tract","11059",15,1,"35",401,"wc","c","flake","broken flake",25.3,6.9,15.7,"n","","",""
"11079-15-1-55-L402",707692.6,3971355.7,"tract","11079",15,1,"55",402,"o","o","shatter","shatter",10.4,3.3,6.3,"n","","",""
"11087-4-1-5-L403",707854.9,3971421.4,"tract","11087",4,1,"5",403,"o","o","shatter","shatter",9.4,4.5,10.3,"n","","",""
"11087-4-1-5-L404",707855.5,3971422.1,"tract","11087",4,1,"5",404,"o","o","shatter","shatter",9.4,2.2,5.2,"n","","",""
"11087-4-1-5-L405",707857.7,3971416.5,"tract","11087",4,1,"5",405,"o","o","shatter","shatter",8.6,4.5,6.5,"n","","",""
"11087-4-1-5-L406",707856,3971418.2,"tract","11087",4,1,"5",406,"o","o","indeterminate","pe",13.5,4.3,6.3,"pe","n","",""
"11087-4-1-5-L407",707855.5,3971417.4,"tract","11087",4,1,"5",407,"o","o","shatter","shatter",11.3,3.6,9.6,"n","","",""
"11087-4-1-5-L408",707854.8,3971424,"tract","11087",4,1,"5",408,"o","o","flake","flake fragment",9.8,2.4,8.6,"n","","",""
"11115-5-1-45-L409",707684.9,3971084.3,"tract","11115",5,1,"45",409,"wc","c","flake","flake fragment",9.9,4.5,13.3,"n","","",""
"11142-15-1-25-L411",707486.7,3969974.6,"tract","11142",15,1,"25",411,"wc","c","indeterminate","pe",19,5.6,14.4,"pe","n","",""
"11142-5-1-55-L410",707514.2,3969997.1,"tract","11142",5,1,"55",410,"o","o","indeterminate","pe",14.7,4.6,8.3,"pe","n","",""
"11166-35-1-95-L412",707991.1,3969786,"tract","11166",35,1,"95",412,"wc","c","flake","flake fragment",11.3,4.8,7.3,"n","","",""
"11187-42-1-45-L413",709548.2,3968077.5,"tract","11187",42,1,"45",413,"wc","c","flake","flake",23.5,10.9,33.3,"n","","",""
"11192-57-1-5-L414",709608.5,3968236.4,"tract","11192",57,1,"5",414,"wc","c","indeterminate","pe",22.1,6.9,13.3,"pe","n","",""
"11210-5-1-55-L415",709698.4,3967963.3,"tract","11210",5,1,"55",415,"o","o","blade","blade segment",12.9,1.8,10.6,"n","","",""
"11264-35-1-55-L416",709832.2,3967220.9,"tract","11264",35,1,"55",416,"wc","c","flake","flake fragment",31.9,11.3,28.3,"n","","",""
"11265-42-1-95-L417",709890.7,3967351,"tract","11265",42,1,"95",417,"wc","c","flake","flake",25.5,4.3,22.2,"n","","",""
"11277-60-1-5-L418",709878.7,3967651.2,"tract","11277",60,1,"5",418,"wc","c","flake","broken flake",14.8,4.9,17.6,"flake scraper","scraper?","",""
"11286-2-1-25-L419",709720.6,3967665.7,"tract","11286",2,1,"25",419,"wc","c","indeterminate","indet",32.9,7.3,18.9,"biface fragment","indeterminate","n","no tang"
"11293-24-1-45-L420",709644.7,3967823.4,"tract","11293",24,1,"45",420,"o","o","flake","flake fragment",14.3,2.4,8.5,"n","","",""
"11298-58-1-95-L421",709609.8,3967900.7,"tract","11298",58,1,"95",421,"o","o","flake","broken flake",19.6,2.9,15.2,"other retouched tools","piercer?","",""
"11304-59-1-95-L422",710149,3968678.1,"tract","11304",59,1,"95",422,"wc","c","flake","flake",15.7,4.2,11.9,"n","","",""
"11311-57-1-35-L423",709872.7,3968619.4,"tract","11311",57,1,"35",423,"o","o","shatter","shatter",14.8,5.3,8.9,"pe","n","",""
"11311-57-1-35-L424",709872.5,3968620.6,"tract","11311",57,1,"35",424,"o","o","flake","broken flake",13.4,4.3,19.2,"n","","",""
"11311-57-1-35-L425",709868.9,3968619.4,"tract","11311",57,1,"35",425,"o","o","blade","prox blade segment",11.9,1.5,11.6,"n","","",""
"11311-57-1-45-L426",709861.3,3968621.2,"tract","11311",57,1,"45",426,"o","o","shatter","shatter",12.3,4.8,9.4,"n","","",""
"11311-57-1-45-L427",709860.7,3968621.3,"tract","11311",57,1,"45",427,"o","o","flake","flake fragment",12.7,1.8,10.9,"n","","",""
"11324-49-1-15-L428",710149.6,3967287.4,"tract","11324",49,1,"15",428,"wc","c","indeterminate","pe",19.3,9.6,16.9,"pe","n","",""
"11325-49-1-75-L429",710148.9,3967127.2,"tract","11325",49,1,"75",429,"wc","c","blade","blade fragment",28.7,8.1,28,"biface","bifacial","n",""
"11334-57-1-55-L430",710351.7,3967289.9,"tract","11334",57,1,"55",430,"wc","c","shatter","shatter",23.5,8.8,19.2,"other retouched tools","marginal?","",""
"11334-60-1-45-L431",710345.2,3967274,"tract","11334",60,1,"45",431,"wc","c","flake","broken flake",19.3,8.8,22.6,"n","","",""
"11350-57-1-45-L432",710247.9,3967875.6,"tract","11350",57,1,"45",432,"o","o","blade","distal blade segment",23.3,2.5,16.3,"retouched blade","marginal","",""
"12026-35-1-5-L433",709599.8,3970484.5,"tract","12026",35,1,"5",433,"wc","c","chip","chip",9.7,1.9,6.6,"n","","",""
"12026-35-1-5-L434",709601.3,3970487,"tract","12026",35,1,"5",434,"wc","c","flake","broken flake",25.4,6.6,18.6,"n","","",""
"12026-35-1-5-L435",709600.8,3970488.2,"tract","12026",35,1,"5",435,"wc","c","shatter","shatter?",17.4,5.5,13.8,"n","","",""
"12029-35-1-25-L436",709600.4,3970739.3,"tract","12029",35,1,"25",436,"wc","c","indeterminate","pe",18.5,6.5,12.2,"pe","n","",""
"12051-35-1-5-L437",709220.2,3970403.2,"tract","12051",35,1,"5",437,"wc","c","shatter","shatter",22,7.7,15.6,"n","","",""
"12158-14-1-5-L438",709614.3,3969003.7,"tract","12158",14,1,"5",438,"o","o","blade","blade fragment",14.4,5.8,10.6,"biface fragment","projectile fragment","n","possible mid section"
"12166-14-1-35-L439",709613.6,3969777.7,"tract","12166",14,1,"35",439,"o","o","blade","prox blade segment",13.9,2.8,10.2,"retouched blade","marginal","",""
"12168-35-1-15-L440",709599.4,3969928.2,"tract","12168",35,1,"15",440,"wc","c","flake","flake fragment",24.4,7.5,17.4,"n","","",""
"12169-57-1-15-L441",709629,3970008.3,"tract","12169",57,1,"15",441,"o","o","indeterminate","pe",11.8,4.2,10.7,"pe","n","",""
"12172-14-1-5-L442",709641,3970075.6,"tract","12172",14,1,"5",442,"wc","c","flake","flake fragment",15.3,3.5,8.3,"n","","",""
"12183-14-1-5-L443",709464,3969790.3,"tract","12183",14,1,"5",443,"wc","c","flake","flake fragment",22.3,7.2,15.7,"n","","",""
"12183-14-1-5-L444",709463.2,3969796.8,"tract","12183",14,1,"5",444,"o","o","chip","chip",8.5,1.4,6.8,"n","","",""
"12183-14-1-5-L445",709463.1,3969796.8,"tract","12183",14,1,"5",445,"o","o","flake","flake fragment",12.3,3.2,10.9,"n","","",""
"12183-51-1-45-L446",709433.7,3969751.8,"tract","12183",51,1,"45",446,"o","o","shatter","shatter",21.3,5,7.9,"n","","",""
"12183-51-1-45-L447",709433.4,3969750.1,"tract","12183",51,1,"45",447,"wc","c","flake","flake fragment",18.9,6.3,11.7,"n","","",""
"12189-14-1-35-L448",709461.5,3969299.6,"tract","12189",14,1,"35",448,"wc","c","core","flake core fragment",19.7,8.4,16.6,"n","","",""
"12201-14-1-35-L449",709423.6,3969803.5,"tract","12201",14,1,"35",449,"wc","c","indeterminate","pe",22.4,9.9,17.3,"pe","n","",""
"12201-58-1-55-L450",709399.7,3969772.7,"tract","12201",58,1,"55",450,"o","o","flake","broken flake",18.4,4,20,"n","","",""
"12201-58-1-55-L451",709399.4,3969771.8,"tract","12201",58,1,"55",451,"o","o","indeterminate","pe",19.1,4.9,15,"pe","n","",""
"12201-58-1-55-L452",709402.1,3969772,"tract","12201",58,1,"55",452,"o","o","indeterminate","pe",15,4.8,10.5,"pe","n","",""
"12201-58-1-55-L453",709400,3969772,"tract","12201",58,1,"55",453,"o","o","flake","broken flake",14.3,2.3,10.5,"n","","",""
"12202-35-1-85-L454",709344.7,3969681.3,"tract","12202",35,1,"85",454,"wc","c","flake","flake fragment",13.3,5.9,13.4,"n","","",""
"12207-14-1-5-L455",709341.9,3969354.1,"tract","12207",14,1,"5",455,"wc","c","indeterminate","pe",33.2,10.9,33.3,"pe","n","",""
"12213-51-1-65-L456",709292.9,3968831.4,"tract","12213",51,1,"65",456,"o","o","flake","flake fragment",19.5,5.5,9.9,"n","","",""
"12214-51-1-55-L457",709292.7,3968741.9,"tract","12214",51,1,"55",457,"o","o","flake","flake fragment",11.4,4.6,13.6,"n","","",""
"12235-14-1-95-L458",709037.1,3968770.5,"tract","12235",14,1,"95",458,"wc","c","flake","flake",25.4,4.3,16.7,"flake scraper","scraper?","",""
"12241-60-1-55-L459",709307.3,3968737.2,"tract","12241",60,1,"55",459,"o","o","flake","broken flake",19.6,3.8,14.6,"n","","",""
"12242-51-1-65-L460",709367.9,3968632.2,"tract","12242",51,1,"65",460,"o","o","chip","chip",12.3,1.5,5,"n","","",""
"12242-60-1-25-L467",709308.7,3968672.7,"tract","12242",60,1,"25",467,"wc","c","shatter","shatter",19.3,6.3,13.7,"n","","",""
"12242-60-1-25-L468",709307.6,3968667.4,"tract","12242",60,1,"25",468,"wc","c","shatter","shatter",17.4,8,16.9,"n","","",""
"12243-51-1-45-L461",709368.5,3968553.8,"tract","12243",51,1,"45",461,"o","o","flake","broken flake",15.8,2.9,16.6,"n","","",""
"12245-51-1-15-L462",709368.3,3968403.9,"tract","12245",51,1,"15",462,"wc","c","shatter","shatter",25.6,8.4,18.3,"n","","",""
"12254-35-1-95-L463",709703.1,3969155.7,"tract","12254",35,1,"95",463,"wc","c","blade","blade segment",26.5,5.4,17.4,"n","","",""
"12260-57-1-35-L464",709747.8,3969311.1,"tract","12260",57,1,"35",464,"o","o","blade","blade fragment",16.8,3.5,13.8,"other retouched tools","scraper","",""
"12261-58-1-45-L465",709733,3969424,"tract","12261",58,1,"45",465,"wc","c","flake","flake",28.4,9.4,15.7,"other retouched tools","piercer","",""
"12270-14-1-15-L466",709837.5,3969619.9,"tract","12270",14,1,"15",466,"wc","c","flake","flake",22.4,10.6,12.7,"n","","",""
"12302-14-1-95-L469",710062.1,3969376.8,"tract","12302",14,1,"95",469,"o","o","blade","blade fragment",55.9,6.8,24.4,"biface","projectile","y","yes"
"12305-14-1-15-L470",710063.7,3969169.1,"tract","12305",14,1,"15",470,"wc","c","indeterminate","pe",15.4,4.4,9.4,"pe","n","",""
"12305-14-1-25-L471",710063.7,3969159.7,"tract","12305",14,1,"25",471,"wc","c","core","flake core?",30.4,19.5,37,"n","","",""
"12305-14-1-35-L472",710062.6,3969155,"tract","12305",14,1,"35",472,"Brn","c","indeterminate","pe",19.6,14.3,10.3,"pe","n","",""
"12307-14-1-15-L473",710137.7,3969018.1,"tract","12307",14,1,"15",473,"wc","c","flake","flake fragment",26.8,5.6,18.9,"retouched flake","marginal?","",""
"12327-57-1-75-L474",709502.9,3968363.6,"tract","12327",57,1,"75",474,"wc","c","shatter","shatter?",20.5,5.3,18.9,"n","","",""
"12331-14-1-25-L476",709486.9,3968703.7,"tract","12331",14,1,"25",476,"o","o","flake","flake",20.6,4.4,8.4,"other retouched tools","cte?","","unlikely"
"12331-2-1-15-L475",709458.2,3968690.5,"tract","12331",2,1,"15",475,"o","o","flake","flake fragment",23.5,4.5,14.3,"n","","",""
"12338-17-1-45-L477",709576.8,3968668.6,"tract","12338",17,1,"45",477,"wc","c","shatter","shatter",11.6,6.5,8.4,"n","","",""
"12346-51-1-95-L478",709853.7,3968977.1,"tract","12346",51,1,"95",478,"wc","c","flake","broken flake",17.3,6.4,13.3,"n","","",""
"12363-51-1-5-L479",709771.8,3968706.8,"tract","12363",51,1,"5",479,"o","o","blade","blade segment",29.2,2.5,14.3,"n","","",""
"12364-14-1-15-L480",709865,3968737.8,"tract","12364",14,1,"15",480,"o","o","blade","prox blade segment",18.5,2.9,10.9,"retouched blade","marginal","",""
"12364-17-1-35-L481",709881.9,3968722.2,"tract","12364",17,1,"35",481,"o","o","flake","broken flake",17.2,3.6,19.6,"n","","",""
"12364-51-1-25-L482",709874.9,3968707.9,"tract","12364",51,1,"25",482,"o","o","shatter","shatter",15.3,4.3,10.3,"n","","",""
"12365-17-1-45-L483",709923.8,3968722.4,"tract","12365",17,1,"45",483,"o","o","flake","broken flake",11.7,3.2,14.2,"n","","",""
"12367-14-1-75-L484",710131.2,3968739.6,"tract","12367",14,1,"75",484,"wc","c","flake","flake",26.5,5.8,31.5,"retouched flake","marginal","",""
"12384-14-1-35-L485",710014.9,3967109.5,"tract","12384",14,1,"35",485,"o","o","blade","blade fragment",18.9,5,4,"biface fragment","indeterminate","n","likely mid section"
"12384-35-1-85-L486",710043.7,3967066,"tract","12384",35,1,"85",486,"o","o","flake","flake fragment",14.6,3,10.7,"n","","",""
"12384-35-1-85-L487",710043.5,3967058.9,"tract","12384",35,1,"85",487,"o","o","blade","distal blade segment",18.5,1.7,9.2,"n","","",""
"12384-51-1-45-L488",709987.4,3967104.9,"tract","12384",51,1,"45",488,"wc","c","shatter","shatter?",16.6,6.8,4.8,"n","","",""
"12384-57-1-75-L489",710030.1,3967072.5,"tract","12384",57,1,"75",489,"o","o","shatter","shatter",17.8,5.4,9.8,"pe","n","",""
"12392-14-1-15-L490",710096.2,3967103.3,"tract","12392",14,1,"15",490,"o","o","flake","broken flake",10.4,2.5,7.5,"n","","",""
"12392-14-1-15-L491",710096,3967103.1,"tract","12392",14,1,"15",491,"o","o","flake","broken flake",7.3,0.8,6.2,"n","","",""
"12392-17-1-35-L492",710078.7,3967095.9,"tract","12392",17,1,"35",492,"o","o","flake","flake",16.8,3.2,10.4,"n","","",""
"12392-17-1-45-L493",710078,3967103,"tract","12392",17,1,"45",493,"o","o","flake","flake fragment",14.4,2.3,8,"n","","",""
"12392-51-1-55-L494",710059.8,3967094.9,"tract","12392",51,1,"55",494,"wc","c","shatter","shatter",37.1,24.8,24.1,"n","","",""
"12392-51-1-55-L495",710059.5,3967097.9,"tract","12392",51,1,"55",495,"wc","c","indeterminate","pe",22.1,5,12.8,"pe","n","",""
"12393-14-1-55-L497",710087.8,3967163.1,"tract","12393",14,1,"55",497,"wc","c","blade","prox blade segment",25.9,5.5,16.8,"n","","",""
"12393-14-1-5-L496",710087.3,3967112.7,"tract","12393",14,1,"5",496,"o","o","blade","blade fragment",15.6,2.3,10.9,"n","","",""
"12393-17-1-15-L498",710073.8,3967116.3,"tract","12393",17,1,"15",498,"o","o","flake","flake fragment",26.4,7.4,5.5,"pe","n","",""
"12393-17-1-25-L499",710073.9,3967130.4,"tract","12393",17,1,"25",499,"o","o","flake","broken flake",17.6,7.5,22.7,"n","","",""
"12393-17-1-25-L500",710073.9,3967127.5,"tract","12393",17,1,"25",500,"o","o","flake","flake",8.5,2,10.4,"n","","",""
"12393-17-1-25-L501",710073.9,3967129.2,"tract","12393",17,1,"25",501,"wc","c","indeterminate","pe",18.8,9.7,14.8,"pe","n","",""
"12393-17-1-25-L502",710073.8,3967125.9,"tract","12393",17,1,"25",502,"wc","c","shatter","shatter",10.8,4.6,9.6,"n","","",""
