"SID","Xsugg","Ysugg","Type","Comments","LocErr"
510,709613.6,3969703.6,"possible limekiln",,100
511,709688,3969686.7,"possible limekiln",,100
512,708421.6,3970176.8,"possible limekiln",,100
513,709383.5,3969189.5,"possible limekiln",,100
514,705004.4,3975236.7,"rock shelter",,100
515,709288.6,3971785.6,"rock shelter",,100
516,708610.6,3972934.4,"rock shelter",,100
517,707058.9,3973791.1,"rock shelter",,100
518,707127.7,3973127.7,"rock shelter",,100
519,706462.2,3972476.7,"rock shelter",,100
520,706462.3,3972388.7,"rock shelter",,100
521,708118.5,3971468,"rock shelter",,100
522,708086.3,3971523.1,"rock shelter",,100
523,708114.6,3971646.6,"rock shelter",,100
524,708144.1,3971306.9,"rock shelter",,100
525,707013.1,3972083.6,"rock shelter",,100
526,707170.6,3973815.8,"rock shelter",,100
527,708231.6,3971885.5,"rock shelter",,100
528,708199.6,3972193.8,"rock shelter",,100
529,706707.5,3971784.8,"rock shelter",,100
530,706607.2,3971575.5,"rock shelter",,100
531,706729.7,3971552.1,"rock shelter",,100
532,706756.4,3971719.9,"rock shelter",,100
533,706973.2,3971996.5,"rock shelter",,100
534,708045.4,3971461.9,"rock shelter",,100
535,708164.8,3970485,"rock shelter",,100
536,706791.4,3971319.7,"rock shelter",,100
537,706889.3,3970548.7,"rock shelter",,100
538,709979.1,3970586.4,"rock shelter",,100
539,709543.7,3970373,"rock shelter",,100
540,707514.7,3970089.5,"rock shelter",,100
541,709637.8,3968850.4,"rock shelter",,100
542,706016.2,3973887.6,"rock shelter",,100
543,705855.4,3972959.1,"rock shelter",,100
544,705829.7,3973479.6,"rock shelter",,100
545,705179.9,3975304.9,"rock shelter",,100
546,709283.2,3971897.5,"rock shelter",,100
547,709419.3,3971970.2,"rock shelter",,100
548,709419.7,3971897.3,"rock shelter",,100
549,708355.6,3973739.5,"rock shelter",,100
550,708272.2,3974046.9,"rock shelter",,100
551,708811.7,3973337.7,"rock shelter",,100
552,707216.4,3973777.4,"rock shelter",,100
553,707477.4,3973286.9,"rock shelter",,100
554,707399.9,3973195.8,"rock shelter",,100
555,707252.4,3972677.9,"rock shelter",,100
556,707262.9,3972736.6,"rock shelter",,100
557,706811.7,3972799,"rock shelter",,100
558,706729.4,3973167.5,"rock shelter",,100
559,706605.9,3972574.9,"rock shelter",,100
560,706678.2,3972602.8,"rock shelter",,100
561,706603.2,3972502.5,"rock shelter",,100
562,706689,3972873,"rock shelter",,100
563,706885.9,3973252.7,"rock shelter",,100
564,706874.4,3972780.6,"rock shelter",,100
565,707127.4,3972967.2,"rock shelter",,100
566,707128.3,3973049.1,"rock shelter",,100
567,707335.4,3973111.1,"rock shelter",,100
568,706533.8,3972751.6,"rock shelter",,100
569,706482,3972763.8,"rock shelter",,100
570,706347.3,3972821.7,"rock shelter",,100
571,706534.2,3972548.7,"rock shelter",,100
572,706533.5,3972375.5,"rock shelter",,100
573,706491.4,3972176.2,"rock shelter",,100
574,706640.5,3971974.7,"rock shelter",,100
575,706782.4,3972064.5,"rock shelter",,100
576,707223.7,3973814.4,"rock shelter",,100
577,707156.2,3973934.9,"rock shelter",,100
578,707132.8,3974033.3,"rock shelter",,100
579,709143.2,3970686.2,"rock shelter",,100
580,709104.9,3970532.7,"rock shelter",,100
581,708053.8,3970836.3,"rock shelter",,100
582,708326.1,3970497.7,"rock shelter",,100
583,707278.9,3973537.2,"rock shelter",,100
584,707276.3,3973693.4,"rock shelter",,100
585,707464.1,3973364.8,"rock shelter",,100
586,707477.1,3973784.6,"rock shelter",,100
587,707403.8,3973973.5,"rock shelter",,100
588,707564,3972567,"rock shelter",,100
589,707670.1,3972004.4,"rock shelter",,100
590,707821.1,3972186,"rock shelter",,100
591,707926,3972147.1,"rock shelter",,100
592,707981.1,3972153.3,"rock shelter",,100
593,707860,3972114.5,"rock shelter",,100
594,707494.1,3972324.2,"rock shelter",,100
595,707358.9,3972334.9,"rock shelter",,100
596,708037.6,3972106.3,"rock shelter",,100
597,709550.6,3970733.9,"rock shelter",,100
598,708524.8,3969135.3,"rock shelter",,100
599,706407.1,3973292.8,"rock shelter",,100
600,706580.4,3973135.1,"rock shelter",,100
601,706615.4,3973144.2,"rock shelter",,100
602,706693.4,3971425.6,"rock shelter",,100
603,709433.6,3970388.2,"rock shelter",,100
604,710062.7,3969684.3,"rock shelter",,100
605,710137.9,3969323.8,"rock shelter",,100
606,710136.4,3969411,"rock shelter",,100
607,709562.7,3968850.4,"rock shelter",,100
608,707647.1,3973717.8,"rock shelter",,100
609,708243.5,3970309.1,"rock shelter",,100
610,707598.6,3972338.6,"rock shelter",,100
611,706786.6,3971948,"rock shelter",,100
612,706640,3972066.8,"well",,100
613,708480.6,3971535.2,"well",,100
614,708175.3,3971444.4,"well",,100
615,708579.7,3971263.6,"well",,100
616,706952.3,3972406.7,"well",,100
617,707294,3973864.7,"well",,100
618,707232.2,3973851.5,"well",,100
619,708262.1,3972036.8,"well",,100
620,708229.4,3971024.8,"well",,100
621,709247.4,3971060.7,"well",,100
622,709324.6,3970737.9,"well",,100
623,709300.6,3970839,"well",,100
624,709044,3969834,"well",,100
625,706747.5,3971657.4,"well",,100
626,706756.4,3971719.9,"well",,100
627,709190.6,3970083.9,"well",,100
628,709239.5,3970132.6,"well",,100
629,707632.6,3972400,"well",,100
630,707856.1,3971814.3,"well",,100
631,707695,3971836.5,"well",,100
632,707861.5,3971756.3,"well",,100
633,706509.1,3973507.1,"well",,100
634,705368.5,3974735.4,"well",,100
635,709283.2,3971897.5,"well",,100
636,708410.5,3972314,"well",,100
637,708815.2,3973640,"well",,100
638,708729.1,3973491.6,"well",,100
639,708796.9,3973413.8,"well",,100
640,707216.4,3973777.4,"well",,100
641,707082.4,3972762.9,"well",,100
642,706542.1,3972798.1,"well",,100
643,707127.4,3972967.2,"well",,100
644,707208.3,3973072.7,"well",,100
645,706533.8,3972751.6,"well",,100
646,706482,3972763.8,"well",,100
647,706461.9,3972325.9,"well",,100
648,706531.9,3972311.4,"well",,100
649,706562.6,3972234.5,"well",,100
650,708536.5,3971385.8,"well",,100
651,707039.7,3972035.3,"well",,100
652,707140.3,3973981.6,"well",,100
653,708107.3,3972431.8,"well",,100
654,706494.6,3972930.3,"well",,100
655,706571.3,3972896.2,"well",,100
656,706423.1,3972968.9,"well",,100
657,706232.4,3972136.2,"well",,100
658,706750.3,3971960,"well",,100
659,706756.5,3971794.5,"well",,100
660,709253.4,3970946.9,"well",,100
661,709305.3,3970955.3,"well",,100
662,708103,3970627.8,"well",,100
663,708081.8,3970611.3,"well",,100
664,709283.4,3970072.1,"well",,100
665,707276.3,3973693.4,"well",,100
666,707406.5,3974052.5,"well",,100
667,707950.3,3972224.8,"well",,100
668,707998.8,3971831.7,"well",,100
669,706457.5,3973326.6,"well",,100
670,706564.9,3973351,"well",,100
671,706576.2,3973270.2,"well",,100
672,706553.7,3973103.3,"well",,100
673,706586.6,3973182.5,"well",,100
674,706599.9,3973176.3,"well",,100
