"UID","Xsugg","Ysugg","Type","Unit","Walker","PassGrid","Section","SherdNo","VesselPart","PartType","VesselType","OtherType","Thickness","Coarseness","MaxSize","Feature","Comments","FabricType","MNLN","FNEB1","EB2","LPrePal","FPal","SPal","TPal","PPalPG","Geom","Arch","Class","Hell","ERom","MRom","LRom","EByz","MByz","EVen","MVen","LVen","Recent","Other"
"7945-2155-V-2",707943.50,3972159.10,"grid","7945-2155",28,28,"V",2,"B","U","U","U","M","C",2.40,"N",,"SAT",0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7945-2155-V-3",707946.30,3972159.00,"grid","7945-2155",28,28,"V",3,"B","U","U","U","M","C",4.20,"N",,"SAT",0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7945-2155-V-4",707948.60,3972157.20,"grid","7945-2155",28,28,"V",4,"B","U","U","U","M","C",3.50,"N",,"SAT",0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7945-3405-V-2",707940.70,3973405.30,"grid","7945-3405",45,10,"V",2,"B","U","U","U","Tn","C",1.80,"N",,"GRO",0,30,30,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7945-3415-V-1",707941.70,3973418.20,"grid","7945-3415",45,10,"V",1,"B","U","U","U","M","C",3.10,"N","Looks early; has cracked surface appearance like Kytheran chert fabric (is this an early form of the West Cretan MUT; has same inclusion base)? Fine sand with mudstone.","OUT(7)",0,30,30,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7945-3425-S-1",707947.70,3973425.70,"grid","7945-3425",80,10,"S",1,"H","U","U","U","M","C",3.20,"Y","Ovoid section handle","SAT",0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7945-3425-V-11",707943.00,3973427.70,"grid","7945-3425",80,10,"V",11,"R?","U","U","U","M","C",2.10,"Y",,"MUT",0,0,10,10,30,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7945-3425-V-13",707941.60,3973422.20,"grid","7945-3425",80,10,"V",13,"Ba","BF","SOpe?","U","Tn","M",3.90,"Y","Base diameter 4 cm; globular or hemispherical cup? Possibly later?","FIN?",0,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
"7945-3425-V-16",707945.20,3973426.20,"grid","7945-3425",80,10,"V",16,"H","HV","U","U","M","C",5.20,"Y","Vertical handle fragment with a deep incision down the centre and possible red slip on the interior of the incision. Probably from a sauceboat or askos. (petrography sample ASP200)","OUT",0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7945-3425-V-3",707948.60,3973428.60,"grid","7945-3425",80,10,"V",3,"B","U","U","U","M","C",2.30,"N",,"SAT",0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7945-3425-V-7",707948.20,3973426.30,"grid","7945-3425",80,10,"V",7,"B","U","U","U","M","C",2.00,"N",,"SAT",0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7945-3435-V-3",707942.50,3973433.30,"grid","7945-3435",69,10,"V",3,"B","U","U","U","M","C",4.60,"N","Has cracking effect on exterior like Kytheran chert/grog fabric.","SAT",0,20,20,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7955-2145-S-1",707957.50,3972147.10,"grid","7955-2145",59,28,"S",1,"Ba","BF","U","U","M","C",4.50,"Y","Base diameter 11 cm; base differentially tempered than body","SAT",0,0,0,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7955-2145-S-2",707956.90,3972140.60,"grid","7955-2145",59,28,"S",2,"Ba","BPed","SOpe","U","Tn","M",3.30,"Y","Base diameter estimated at 4.5-6; either EM goblet or possible deep bowl?","FIN",0,0,0,50,10,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7955-2145-V-1",707955.20,3972145.00,"grid","7955-2145",59,28,"V",1,"R","U","JOpe","Bridge-spouted Jar","M","M",4.30,"Y","Like KIP JT11B? Bridge spouted jar","MUT(b?)",0,0,10,10,30,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7955-2145-V-2",707954.80,3972143.40,"grid","7955-2145",59,28,"V",2,"B","U","U","U","M","M",5.20,"Y","Body sherd with plastic band on the exterior (ASP PB5).

exterior.(Petrography Sample ASP 72).","GROb",0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7955-2145-V-3",707957.50,3972145.80,"grid","7955-2145",59,28,"V",3,"H","HV","CPot?","U","M","C",4.30,"Y","Pushed through handle","SAT",0,0,10,10,10,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7955-2145-V-4",707957.50,3972149.00,"grid","7955-2145",59,28,"V",4,"B","U","U","U","M","C",3.40,"N",,"GRO",0,5,20,20,10,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"7955-2145-V-6",707952.90,3972145.60,"grid","7955-2145",59,28,"V",6,"B","U","U","U","M","C",3.00,"N",,"MUT",0,0,10,10,30,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7955-2145-V-8",707954.30,3972141.00,"grid","7955-2145",59,28,"V",8,"B","U","U","U","M","C",3.60,"N","Over-fired","SAT",0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7955-2145-V-9",707950.10,3972148.80,"grid","7955-2145",59,28,"V",9,"B","U","U","U","M","C",2.80,"N","Platy version of this fabric?","SHA",0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7955-2155-S-1",707951.40,3972153.60,"grid","7955-2155",69,28,"S",1,"H","HH","U","U","M","C",5.50,"Y","Rounded ovoid handle from medium sized vessel","CAL(b-c?)",0,5,30,30,25,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7955-2155-S-2",707954.30,3972156.90,"grid","7955-2155",69,28,"S",2,"R","U","LOpe","U","Tk","C",5.00,"Y","Possible pan with handle below rim","CAL(a?)",0,5,30,30,25,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7955-2155-S-3",707959.60,3972154.80,"grid","7955-2155",69,28,"S",3,"H","U","U","U","M","C",4.20,"Y","Ovoid handle from small to medium vessel","SAT(c?)",0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7955-2155-S-4",707951.10,3972150.60,"grid","7955-2155",69,28,"S",4,"Ba","BF","SOpe","Vapheio Cup?","Tn","F",4.20,"Y","Base diameter 4 cm; overfired possible Vapheio","FIN",0,0,0,0,40,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7955-2155-S-5",707950.50,3972154.10,"grid","7955-2155",69,28,"S",5,"B","U","U","U","M","C",4.20,"Y","Plastic band on exterior","MUT",0,0,10,10,30,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7955-2155-V-1",707960.00,3972150.60,"grid","7955-2155",69,28,"V",1,"Ba","BF","U","U","M","C",3.60,"Y","Base diameter 6 cm; red slip on exterior. Well-sorted sand in fine matrix","SAT(L?)",0,0,0,40,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7955-2155-V-13",707956.60,3972158.40,"grid","7955-2155",69,28,"V",13,"B","U","U","U","M","C",4.50,"N",,"SAT",0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7955-2155-V-14",707953.50,3972150.50,"grid","7955-2155",69,28,"V",14,"B","U","U","U","M","C",5.60,"N",,"SAT",0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7955-2155-V-15",707958.10,3972158.10,"grid","7955-2155",69,28,"V",15,"B","U","U","U","M","C",4.00,"N",,"SAT(c?)",0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7955-2155-V-16",707952.90,3972157.00,"grid","7955-2155",69,28,"V",16,"B","U","U","U","M","C",3.40,"N",,"SAT(c?)",0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7955-2155-V-17",707957.50,3972152.70,"grid","7955-2155",69,28,"V",17,"B","U","U","U","M","C",1.80,"N",,"MUT",0,0,10,10,30,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7955-2155-V-18",707951.70,3972157.90,"grid","7955-2155",69,28,"V",18,"B","U","U","U","M","C",2.10,"N",,"GRO",0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7955-2155-V-2",707955.80,3972154.60,"grid","7955-2155",69,28,"V",2,"R","U","LOpe","U","M","C",3.60,"Y","Rim fragment of a large open shape with slipped exterior and an incised line on interior under rim.(Petrography Sample ASP 53)","CALa",0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7955-2155-V-3",707953.20,3972151.10,"grid","7955-2155",69,28,"V",3,"B","U","U","U","M","C",4.10,"Y","Plastic band. Body sherd, differentially tempered on the exterior. (petrography sample ASP24)","SATa",0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7955-2165-S-1",707959.20,3972166.30,"grid","7955-2165",29,28,"S",1,"Ba","BF","U","U","Tk","C",7.80,"Y","Pithos/jar base; differentially tempered base and walls","SAT",0,0,0,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7955-2165-S-2",707958.60,3972162.70,"grid","7955-2165",29,28,"S",2,"R?","U","SOpe","U","Tn","F",2.40,"Y","Rim of small cup; or later?","FIN",0,0,0,0,30,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
"7955-2165-V-1",707951.60,3972165.80,"grid","7955-2165",29,28,"V",1,"B","U","U","U","M","C",5.00,"N",,"SAT(c?)",0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7955-2165-V-2",707957.10,3972164.80,"grid","7955-2165",29,28,"V",2,"B","U","U","U","M","C",4.00,"N",,"MIC",0,0,40,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7955-2165-V-3",707952.30,3972169.50,"grid","7955-2165",29,28,"V",3,"B","U","U","U","M","C",2.00,"N",,"MIC",0,0,40,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7955-2165-V-4",707956.90,3972169.00,"grid","7955-2165",29,28,"V",4,"B","U","U","U","M","C",2.80,"N",,"MUT?",0,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
"7955-2165-V-5",707954.20,3972162.10,"grid","7955-2165",29,28,"V",5,"B","U","U","U","M","C",2.90,"N",,"SAT?",0,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
"7955-2165-V-6",707958.80,3972168.70,"grid","7955-2165",29,28,"V",6,"B","U","U","U","M","C",3.60,"N",,"GRO?",0,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
"7955-3405-S-1",707952.20,3973408.50,"grid","7955-3405",35,10,"S",1,"B","U","JOpe","Beehive?","Tk","C",6.70,"Y","Incised lines on interior","MUT",0,0,10,10,30,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7955-3405-V-1",707953.60,3973406.10,"grid","7955-3405",35,10,"V",1,"B","U","U","U","Tk","C",2.20,"N",,"GRO(b?)",0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7955-3405-V-2",707956.20,3973405.30,"grid","7955-3405",35,10,"V",2,"B","U","U","U","M","C",1.40,"N",,"SAT",0,20,20,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-2145-S-1",707960.60,3972146.90,"grid","7965-2145",60,28,"S",1,"H","HV","U","U","M","C",4.30,"Y","Rectangular ovoid section handle from small to medium vessel","CAL(b-c?)",0,5,30,30,25,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-2145-S-2",707963.80,3972145.90,"grid","7965-2145",60,28,"S",2,"U","U","U","U","M","C",4.20,"Y","Shallow rim or perforation (unclear)","SAT",0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-2145-V-1",707967.50,3972144.00,"grid","7965-2145",69,28,"V",1,"B","U","U","U","M","C",4.10,"N",,"CAL",0,5,30,30,25,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-2145-V-2",707960.60,3972142.40,"grid","7965-2145",69,28,"V",2,"B","U","U","U","M","C",4.40,"N",,"SAT(c?)",0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-2155-S-1",707969.10,3972150.70,"grid","7965-2155",59,28,"S",1,"R","U","SOpe","Conical Cup?","Tn","F",3.70,"Y","Rim diameter 9 cm and red paint on interior; possible conical cup","FIN",0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-2155-S-2",707967.00,3972153.10,"grid","7965-2155",59,28,"S",2,"R","U","LOpe","Sauceboat?","M","M",6.00,"Y","Rim diameter 25 cm. Probable sauceboat?","SAT",0,0,80,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-2155-S-3",707965.50,3972158.70,"grid","7965-2155",59,28,"S",3,"Ba","BF","SOpe","U","Tn","M",3.40,"Y","Small rounded bulge around ext base; base diameter 6 cm (possible tumbler). Silty clay with red argillaceous fragments, small chert and mudstone grains and carbonates.","OUT(15?)",0,0,0,0,40,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-2155-S-4",707969.90,3972151.90,"grid","7965-2155",59,28,"S",4,"Ba","BF","SOpe?","U","Tn","M",3.30,"Y","Very flaring shape with small base","FIN",0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
"7965-2155-S-5",707966.60,3972153.50,"grid","7965-2155",59,28,"S",5,"Ba","BF","SOpe","U","Tn","M",4.20,"Y","Base diameter 4 cm; possible tumbler?","FIN",0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-2155-S-6",707968.50,3972157.70,"grid","7965-2155",59,28,"S",6,"Ba","BF","U","U","Tk","C",7.50,"Y","Base diameter 11 cm; addition of clay roughly or some sort of incised marks around base?","SAT",0,0,0,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-2155-S-7",707963.70,3972151.30,"grid","7965-2155",59,28,"S",7,"L","U","CPot","U","M","C",5.20,"Y","Medium ovoid leg","SAT(c?)",0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-2155-V-1",707969.50,3972152.00,"grid","7965-2155",59,28,"V",1,"B","U","U","U","Tk","C",7.20,"Y","Plastic impressed band on exterior. Coarse, grainy matrix.","SAT(a-b?)",0,0,10,0,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-2155-V-10",707969.20,3972153.80,"grid","7965-2155",59,28,"V",10,"B","U","U","U","M","C",5.60,"N",,"SAT(c?)",0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-2155-V-11",707966.00,3972159.60,"grid","7965-2155",59,28,"V",11,"R","U","SOpe?","U","Tn","F",2.10,"Y",,"FIN",0,0,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"7965-2155-V-12",707965.80,3972157.80,"grid","7965-2155",59,28,"V",12,"R","U","SOpe?","U","Tn","F",1.80,"Y",,"FIN",0,0,10,10,35,35,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-2155-V-13",707960.00,3972150.10,"grid","7965-2155",59,28,"V",13,"B","U","U","U","M","C",2.70,"N",,"MIC",0,0,40,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-2155-V-14",707966.50,3972150.70,"grid","7965-2155",59,28,"V",14,"B","U","U","U","M","C",3.20,"N",,"MIC",0,0,40,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-2155-V-15",707967.70,3972150.50,"grid","7965-2155",59,28,"V",15,"B","U","U","U","M","C",5.00,"N",,"MUT",0,0,10,10,30,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-2155-V-16",707965.70,3972151.40,"grid","7965-2155",59,28,"V",16,"B","U","U","U","M","C",3.30,"N",,"MUT",0,0,10,10,30,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-2155-V-2",707968.50,3972151.20,"grid","7965-2155",59,28,"V",2,"B","U","U","U","M","M",5.00,"Y","Plastic rope band (ASP PB3b) on exterior","GRO",0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-2155-V-22",707966.50,3972154.10,"grid","7965-2155",59,28,"V",22,"B","U","U","U","M","C",4.40,"N","Orange fired","SAT",0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-2155-V-23",707964.70,3972151.30,"grid","7965-2155",59,28,"V",23,"B","U","U","U","M","C",2.40,"N","Orange fired","SAT",0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-2155-V-24",707969.10,3972158.90,"grid","7965-2155",59,28,"V",24,"B","U","U","U","M","C",4.20,"N",,"CAL",0,5,30,30,25,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-2155-V-25",707966.20,3972152.70,"grid","7965-2155",59,28,"V",25,"B","U","U","U","M","C",4.50,"N",,"CAL",0,5,30,30,25,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-2155-V-26",707967.00,3972155.70,"grid","7965-2155",59,28,"V",26,"B","U","U","U","M","C",4.00,"N",,"CAL",0,5,30,30,25,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-2155-V-27",707961.40,3972153.20,"grid","7965-2155",59,28,"V",27,"B","U","U","U","M","C",2.40,"N",,"CAL",0,5,30,30,25,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-2155-V-28",707968.60,3972154.50,"grid","7965-2155",59,28,"V",28,"B","U","U","U","M","C",2.20,"N",,"CAL",0,5,30,30,25,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-2155-V-29",707963.30,3972157.50,"grid","7965-2155",59,28,"V",29,"B","U","U","U","M","C",1.90,"N",,"CAL",0,5,30,30,25,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-2155-V-3",707964.00,3972151.50,"grid","7965-2155",59,28,"V",3,"R","U","JOpe","Bridge-spouted Jar?","M","M",5.40,"Y","Like KIP JT11A? Bridge spouted jar?","SAT(c?)",0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-2155-V-30",707961.80,3972159.70,"grid","7965-2155",59,28,"V",30,"B","U","U","U","M","C",3.50,"N",,"CAL",0,5,30,30,25,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-2155-V-31",707963.40,3972152.70,"grid","7965-2155",59,28,"V",31,"B","U","U","U","M","C",1.50,"N",,"CAL",0,5,30,30,25,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-2155-V-32",707964.60,3972157.40,"grid","7965-2155",59,28,"V",32,"B","U","U","U","Tk","C",3.50,"N",,"SAT",0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-2155-V-33",707963.70,3972155.50,"grid","7965-2155",59,28,"V",33,"B","U","U","U","M","C",1.60,"N",,"SAT",0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-2155-V-34",707960.70,3972153.60,"grid","7965-2155",59,28,"V",34,"B","U","U","U","M","C",1.70,"N",,"SAT",0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-2155-V-35",707968.50,3972152.70,"grid","7965-2155",59,28,"V",35,"B","U","U","U","M","C",2.40,"N",,"SAT(c?)",0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-2155-V-36",707966.50,3972158.90,"grid","7965-2155",59,28,"V",36,"B","U","U","U","M","C",3.70,"N",,"GRO",0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-2155-V-37",707969.20,3972158.40,"grid","7965-2155",59,28,"V",37,"B","U","U","U","M","C",1.50,"N",,"SAT",0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-2155-V-38",707963.10,3972158.50,"grid","7965-2155",59,28,"V",38,"B","U","U","U","M","C",1.70,"N",,"GRO",0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-2155-V-39",707965.30,3972154.10,"grid","7965-2155",59,28,"V",39,"B","U","U","U","M","C",3.30,"N",,"GRO",0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-2155-V-4",707964.60,3972152.90,"grid","7965-2155",59,28,"V",4,"Ba","BF","SOpe?","U","M","M",2.70,"Y",,"FIN",0,0,10,10,35,35,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-2155-V-40",707963.20,3972157.40,"grid","7965-2155",59,28,"V",40,"B","U","U","U","M","C",2.90,"N",,"GRO",0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-2155-V-41",707963.40,3972155.60,"grid","7965-2155",59,28,"V",41,"B","U","U","U","M","C",2.20,"N",,"SAT",0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-2155-V-42",707964.50,3972156.80,"grid","7965-2155",59,28,"V",42,"B","U","U","U","M","C",2.20,"N",,"SAT(c?)",0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-2155-V-43",707966.30,3972153.90,"grid","7965-2155",59,28,"V",43,"B","U","U","U","M","C",2.40,"N",,"GRO",0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-2155-V-44",707961.30,3972159.50,"grid","7965-2155",59,28,"V",44,"B","U","U","U","M","C",2.10,"N",,"CAL",0,5,30,30,25,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-2155-V-5",707963.10,3972156.50,"grid","7965-2155",59,28,"V",5,"Ba","BF","SOpe?","U","Tn","F",1.70,"Y",,"FIN",0,0,10,10,35,35,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-2155-V-6",707968.60,3972159.90,"grid","7965-2155",59,28,"V",6,"R","U","SOpe","U","Tn","F",2.20,"Y",,"FIN",0,0,10,10,35,35,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-2155-V-7",707961.30,3972157.70,"grid","7965-2155",59,28,"V",7,"R","U","SOpe","Conical Cup?","Tn","F",3.20,"Y","Possible conical cup; rim diameter c. 9","FIN",0,0,10,10,35,35,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-2155-V-8",707964.80,3972151.50,"grid","7965-2155",59,28,"V",8,"R","U","SOpe","Conical Cup?","Tn","F",3.70,"Y","Possible conical cup; rim diameter c. 9","FIN",0,0,10,10,35,35,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-2155-V-9",707962.70,3972157.80,"grid","7965-2155",59,28,"V",9,"B","U","SOpe","U","Tn","F",2.20,"Y","Black slip on interior","FIN",0,0,0,10,40,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-2165-V-3",707963.00,3972161.80,"grid","7965-2165",69,28,"V",3,"B","U","U","U","M","C",2.10,"N",,"CAL",0,5,30,30,25,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-2165-V-4",707968.00,3972167.00,"grid","7965-2165",69,28,"V",4,"B","U","U","U","M","C",1.40,"N",,"SAT",0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-2175-V-2",707967.40,3972174.00,"grid","7965-2175",29,28,"V",2,"B","U","U","U","M","C",1.80,"N",,"SAT",0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-2175-V-3",707961.90,3972170.70,"grid","7965-2175",29,28,"V",3,"B","U","U","U","M","C",2.60,"N",,"CAL",0,5,30,30,25,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-2175-V-4",707960.90,3972175.10,"grid","7965-2175",29,28,"V",4,"B","U","U","U","M","C",2.80,"N","Coarse, grainy matrix.","SAT(a-b?)",0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-3415-S-1",707967.80,3973414.40,"grid","7965-3415",35,10,"S",1,"Ba?","U","U","U","M","C",3.10,"Y",,"MUT(b-c?)",0,0,10,10,30,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-3415-V-5",707965.00,3973411.60,"grid","7965-3415",35,10,"V",5,"B","U","U","U","M","C",2.40,"N",,"GRO(b?)",0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-3415-V-6",707967.90,3973413.80,"grid","7965-3415",35,10,"V",6,"B","U","U","U","M","C",1.30,"N",,"SAT?",0,15,15,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
"7965-3415-V-7",707962.80,3973410.50,"grid","7965-3415",35,10,"V",7,"B","U","U","U","M","C",1.40,"N",,"SAT?",0,15,15,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
"7965-3425-V-1",707960.90,3973428.00,"grid","7965-3425",48,10,"V",1,"H","HV","U","U","M","C",5.10,"Y","Thin ovoid strap handle to jug; differentially tempered","MUT?",0,0,0,0,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
"7965-3425-V-2",707962.10,3973423.10,"grid","7965-3425",48,10,"V",2,"B","U","U","U","M","C",1.50,"N",,"MIC",0,0,40,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-3435-S-1",707962.30,3973437.40,"grid","7965-3435",45,10,"S",1,"H","HH","Pith?","U","Tk","C",8.20,"Y","Differentially tempered","MUT(b-c?)",0,0,10,10,30,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7965-3435-V-3",707963.70,3973434.90,"grid","7965-3435",45,10,"V",3,"H","U","U","U","M","C",2.60,"Y","Ovoid section handle from medium sized vessel. Coarse, grainy matrix.","SAT(a-b?)",0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7975-2165-V-1",707971.10,3972162.40,"grid","7975-2165",60,28,"V",1,"B","U","U","U","M","C",2.00,"N",,"SAT",0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7975-2165-V-2",707976.80,3972165.70,"grid","7975-2165",60,28,"V",2,"B","U","U","U","M","C",2.10,"N",,"SAT",0,0,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7975-2175-V-1",707974.70,3972179.70,"grid","7975-2175",69,28,"V",1,"B","U","U","U","M","C",2.00,"N",,"MIC",0,0,40,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
